model,arm,task,lang,press,kept,sample_id,value,origin,match_type
qwen25-7b-1m,qa,niah_single,ja,snapkv,0.25,95,7817881,TARGET_EXACT,exact
qwen25-7b-1m,qa,niah_single,ja,snapkv,0.25,97,4096172,TARGET_NEAR_COPY,levenshtein
qwen25-7b-1m,qa,niah_none,vi,none,1.0,2,4612365,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,2,6647119,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,9,2921859,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,9,1192619,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,22,7640184,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,22,5456272,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,24,6022741,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,24,1131249,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,26,3710895,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,26,5394880,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,26,8412769,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,26,3194789,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,39,9130188,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,39,9745959,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,52,9234615,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,52,8987516,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,52,8519121,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,53,9907391,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,53,8939993,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,65,6533187,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,65,7906258,DISTRACTOR_EXACT,exact
qwen25-7b-1m,qa,niah_none,vi,none,1.0,98,2167449,DISTRACTOR_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,5,4335942,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,6,8536477,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,11,8707870,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,13,7067228,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,27,123456,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,27,1234567,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,27,12345678,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,27,123456789,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,27,1234567890,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,27,12345678901,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,27,123456789012,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,28,9548432,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,36,5418934,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,727272,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,272727,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,727272727,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,272727272,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,727272727272,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,272727272727,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,727272727272727,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,272727272727272,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,38,727272727272727272,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,39,6438436,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,43,8973915,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,48,1352896,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,69,8999183,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,72,5130808,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,80,8351517,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,89,8412769,TARGET_EXACT,exact
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,97,123456,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,97,1234567,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,97,12345678,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,97,123456789,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,97,1234567890,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,97,12345678901,ENTIRELY_NOVEL,none
llama31-8b,joint,niah_single,pl,streaming_llm,0.25,97,123456789012,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,0,2867825,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,1,4744854,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,2,2458591,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,3,1499914,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,4,9478454,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,5,4335942,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,6,8536477,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,7,3678638,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,8,3608513,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,9,2556017,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,11,8707870,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,12,2322047,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,13,7067228,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,14,2166941,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,15,5855124,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,16,7377459,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,17,7120868,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,18,4514944,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,19,3871230,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,20,8755439,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,21,4684531,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,22,1538552,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,23,2110460,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,24,9375710,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,25,5443951,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,26,5408072,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,27,7700828,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,28,9548432,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,29,1790481,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,30,3684052,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,31,7402509,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,32,5218028,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,33,2921859,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,34,6707197,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,35,3653446,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,36,5418934,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,37,2785277,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,38,7273233,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,39,6438436,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,40,7089806,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,41,5041154,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,42,9153566,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,43,8973915,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,44,9852897,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,45,4374754,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,46,7264956,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,47,5159166,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,48,1352896,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,49,4694634,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,50,1987737,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,51,6543670,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,52,9143903,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,53,8930103,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,54,4194548,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,55,8231838,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,56,8835373,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,57,7754864,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,58,4214348,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,59,8077999,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,60,5191056,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,61,2642635,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,62,4965789,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,63,9075854,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,64,3762152,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,65,5449368,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,66,9164991,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,67,4652414,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,68,6261415,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,69,8999183,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,70,9519948,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,71,2140194,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,72,5130808,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,73,2375453,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,74,4426900,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,75,7640184,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,76,6304573,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,77,2677407,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,78,5449324,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,79,5098412,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,80,8351517,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,81,9874152,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,82,2737893,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,83,2795765,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,84,5727085,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,85,6752576,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,86,9196204,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,87,8106422,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,88,6596150,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,89,8412769,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,90,1162230,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,91,3500715,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,92,3484601,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,93,6171716,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,94,4524499,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,96,3726327,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,97,4009172,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,98,5163555,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,en,snapkv,0.5,99,2813543,TARGET_EXACT,exact
llama31-8b,qa,niah_single,zh,knorm,0.25,0,286782,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,3,149991,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,7,367894,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,zh,knorm,0.25,14,216694,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,16,737745,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,17,712012,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,zh,knorm,0.25,22,153855,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,29,179048,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,30,368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368368,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_single,zh,knorm,0.25,34,670119,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,zh,knorm,0.25,35,365344,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,36,541893,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,40,708980,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,42,915356,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,45,437475,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,49,4694634,TARGET_EXACT,exact
llama31-8b,qa,niah_single,zh,knorm,0.25,51,6543670,TARGET_EXACT,exact
llama31-8b,qa,niah_single,zh,knorm,0.25,53,8930103,TARGET_EXACT,exact
llama31-8b,qa,niah_single,zh,knorm,0.25,55,823183,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,56,883537,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,57,775486,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,58,421434,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,59,807999,TARGET_NEAR_COPY,levenshtein
llama31-8b,qa,niah_single,zh,knorm,0.25,60,519105,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,61,264263,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,67,465241,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,68,626141,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,74,442690,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,76,630457,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,77,2677407,TARGET_EXACT,exact
llama31-8b,qa,niah_single,zh,knorm,0.25,81,9874152,TARGET_EXACT,exact
llama31-8b,qa,niah_single,zh,knorm,0.25,90,116223,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,92,348460,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,94,452449,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,97,400917,TARGET_NEAR_COPY,prefix
llama31-8b,qa,niah_single,zh,knorm,0.25,98,516355,TARGET_NEAR_COPY,prefix
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,0,46759105643,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,2,2458591,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,4,9478454,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,5,4335942,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,6,8536477,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,7,429783105646660114486357375949019780460231870343176821144000,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,8,362148362148362148362148362148362148362148362148362148362148,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,9,419283765419283765419283765419283765419283765419283765419283,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,10,6770619,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,11,8707870,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,12,2322047,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,13,7067228,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,16,78945678910111213,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,19,3871230,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,22,491520,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,24,9876543210,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,26,5408072,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,28,9548432,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,31,7402509,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,32,5218028,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,33,2921859,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,34,654321,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,36,5418934,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,39,6438436,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,40,759234759234759234759234759234759234759234759234759234759234,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,41,5041154,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,42,9876543210,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,43,8973915,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,44,9852897,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,45,496254789432567894325678943256789432567894325678943256789432,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,48,1352896,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,50,4294967296,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,54,456789,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,55,876543210987654321,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,57,759237654875923765487592376548759237654875923765487592376548,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,58,456789,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,60,548256347548256347548256347548256347548256347548256347548256,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,63,999999999999999999999999999999999999999999999999999999999999,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,64,314159265358979323846264338327950288419716939937510582097494,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,65,4294967296,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,66,9876543210,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,68,654321,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,69,8999183,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,70,9876543210,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,71,456789101112131415161718192021222324252627282930313233343536,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,72,5130808,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,73,693581206935812069358120693581206935812069358120693581206935,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,77,2134567890123456789,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,79,432109876543210987654321098765432109876543210987654321098765,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,80,8351517,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,81,999999999999999999999999999999999999999999999999999999999999,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,82,265346879123456789012345678901234567890123456789012345678901,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,83,2795765,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,84,5727085,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,85,654321,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,85,876543,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,86,368952473695247368952473689524736895247368952473689524736895,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,88,654321,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,89,8412769,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,90,456789,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,91,3500715,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,93,654321,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,95,7817881,TARGET_EXACT,exact
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,97,4294967296,ENTIRELY_NOVEL,none
qwen25-7b-1m,joint,niah_single,ja,streaming_llm,0.25,99,456789,ENTIRELY_NOVEL,none
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905582,DISTRACTOR_EXACT,exact
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905583,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905584,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905585,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905586,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905587,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905588,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905589,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905590,DISTRACTOR_NEAR_COPY,levenshtein
llama31-8b,qa,niah_none,en,snapkv,0.25,4,4905591,DISTRACTOR_NEAR_COPY,levenshtein
